smiles,Amine,Encapsulation_Efficiency_EE<50,Encapsulation_Efficiency_50<=EE<80,Encapsulation_Efficiency_80<EE<=100,Delivery_target,Biodistribution_lymph_nodes,Biodistribution_heart,Biodistribution_liver,Biodistribution_spleen,Biodistribution_lung,Biodistribution_kidney,Biodistribution_muscle,quantified_total_luminescence,quantified_delivery,toxic
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0189024787568605,0.00542838949966448,0.0161874266221436,0.005646736850288,0.0063903753402389,0.0111802988958026,0.936264294035002,0.0913658402077254,-0.714354654,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.220192249542946,0.000764987158036526,0.0011738992124824,0.0003553284945024,0.0007270823889446,0.0014616308687709,0.775324822334317,0.909323670538887,0.53973011,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0634606467339624,0.00208550415241484,0.0006939537834672,0.0007039714890029,0.0010746265938207,0.0030667839446536,0.928914513302678,0.68813569412733,0.200606917,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0115671522937999,0.000329262998462127,0.0007827154104746,0.0004541682011396,0.0005092839639256,0.0365052454816706,0.949852171650527,1.45919493888772,1.382787239,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0289504727873473,0.000587630380490671,0.0009817297973466,0.0002476316648325,0.0005308906206977,0.0014866696751934,0.967214975074092,1.18732779204068,0.965963249,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.01918176556647,0.0010650954164724,0.0022206234626453,0.0012650520088101,0.0010329415925789,0.0025813491744505,0.972653172778573,0.519739549496667,-0.057576368,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,1,0,0,body,0.0173760673957131,0.000550323482827711,0.0023135550408898,0.0007992502910247,0.0017115751779297,0.001879153355997,0.975370075255618,0.641975082983608,0.12983393,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.031425165165133,0.00121897501467252,0.0033639210892676,0.0027318467444689,0.0036549609711947,0.0025300828999428,0.95507504811532,0.292484943880311,-0.406000856,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0024329016178525,0.00374029360494432,0.0077110915822684,0.0025607595119069,0.0024473081411263,0.0039852045005978,0.977122441041304,0.29000081469118,-0.409809498,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0291199872991734,0.000702410023626044,0.0253755412996204,0.0176881988849176,0.0009624845156452,0.0012679937080773,0.92488338426894,1,0.678754151,0.0
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,1,0,body,0.0642873127295256,0.000194616801396495,0.0054870370726469,0.0163820187916684,0.0008492549270997,0.0005180553920841,0.912281704285579,0.772854925639995,0.330497595,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,1,0,body,0.0008203240657762,6.77505055763446eNaN05,0.0013083873768532,0.0020345807314847,0.0004402602540065,0.0017923195595414,0.993536377506761,0.647354606156059,0.138081761,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0006066830316894,0.000350488437662207,0.0020055233063691,0.0034159279203626,0.0013565859579565,0.0048481268661396,0.98741666447982,0.429472560198128,-0.195972813,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0506054803736383,0.000934742670841204,0.0019574611224674,0.0013170491888115,0.0022925453463399,0.0036218852692317,0.93927083602867,0.295296757118666,-0.401689812,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0003945179131678,0.000925918583325644,0.0021911153628771,0.0019284338377779,0.0014120821606533,0.0027980313393928,0.990349900802805,0.423957111788814,-0.204429043,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,1,0,body,0.0149763371723649,9.09516394922477eNaN05,0.0086581949277734,0.0033715861108704,0.0008708338913841,0.0023429180538144,0.9696891782043,0.799987755503576,0.372097379,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0041276324223872,0.000587351434637121,0.0012551972148221,0.0015683532988714,0.0015191010509106,0.0033245267373546,0.987617837841017,0.519710678404319,-0.057620633,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.001908149535057,0.00051106883667359,0.001955571810289,0.0022254352614297,0.0010255493478243,0.0036709617373884,0.988703263471338,0.559906246507883,0.00400681,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,1,0,body,0.0164941051995163,0.00133624924425635,0.0136411729141475,0.0068725438331318,0.0028156174425634,0.005658630592503,0.953181680773882,0.404416041627467,-0.234389217,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.25310386523031,0.000588156076259717,0.140706646889545,0.17621759673582,0.0021833790034584,0.0008397317672093,0.426360624297398,1,0.678754151,0.0
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0173152888243317,0.00170643426094864,0.0181271736370668,0.0103847448319841,0.0023470851859068,0.0046425049746396,0.945476768285122,0.880302275630684,0.495234798,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,1,0,body,0.0022188818222417,0.00151967168045253,0.0265741083102934,0.0093534114652097,0.0016195588435652,0.0059445043413434,0.952769863536894,0.693395601815244,0.208671355,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0191565810814788,0.00120917820488213,0.0056488778222872,0.0036832460243616,0.0027041318801971,0.0062522638544188,0.961345721132374,0.702078866162311,0.221984449,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,1,0,body,0.0191175904912105,0.0046774627841674,0.0253721583259607,0.0153479247605493,0.0105242912643767,0.0240873946993884,0.900873177674347,0.168910555827937,-0.595463872,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,1,0,body,0.0078363821280334,0.00315432464612104,0.0156004284210389,0.0122536904537434,0.0064957579855145,0.014293561001533,0.940365855364016,0.26946434750834,-0.441295804,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,1,0,0,body,,,,,,,,,,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0457836478243602,0.00256820195313693,0.0933595380902435,0.040121791020458,0.0030345923157605,0.0071974827140253,0.807934746082015,0.638042293066864,0.123804215,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0036778457404739,0.00111977791364668,0.0109807451773001,0.0053398174998587,0.0035253353907892,0.0094575969413462,0.965898881336585,0.664597706735618,0.16451871,
C=CCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCC=C)=O)CCCCCCOC(CCCCCCCCC=C)=O)=O)CO)CCCCCCOC(CCCCCCCCC=C)=O)=O,ser,0,0,1,body,0.0060241570037533,0.00352191807012307,0.0129438874596237,0.0112365957475355,0.0070505445556177,0.0163551166761144,0.942867780487232,0.387412476367661,-0.260458913,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0013202532963125,0.000860633620224201,0.0050393132707677,0.0029913613071963,0.0027002818402927,0.0088532339643477,0.978234922700859,1,0.678754151,0.0
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0077018539958447,0.00244833711322221,0.0462111239750686,0.0198642411939162,0.003812269043503,0.0092204177438028,0.910741756934642,1,0.678754151,0.0
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0044866898597079,0.00155299888410839,0.0080820090822835,0.0077127802409609,0.0038526605362247,0.0053668717440729,0.968945989652641,1.22295554827804,1.020587368,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0022192216534357,0.00134658478491355,0.0092807152024576,0.0103471897935628,0.0030892887036661,0.0030599193517596,0.970657080510204,2.4848301850992,2.95528094,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0165979002447495,0.00361970146585138,0.310566371988181,0.0118953898978584,0.0072749796346181,0.006472223261143,0.643573433507598,1,0.678754151,0.0
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0929588198875335,0.00109661539851913,0.0103406974639253,0.0026233354797237,0.0025737398084339,0.0031953388885995,0.887211453073265,2.49616154919077,2.972654074,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0021792959265657,0.00233573351378476,0.0071844964735357,0.0071836942294987,0.0047115792294205,0.0040854277585261,0.972319772868668,1.71461830076508,1.774399783,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0142737392382439,0.00348189340868737,0.0088085832027667,0.0038525568856599,0.0059327458814281,0.0061031658708408,0.957547315512373,0.645718762121967,0.135573701,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0065593281978378,0.00138907609400551,0.0061391975300792,0.0061341112023824,0.003668259534957,0.004061941298692,0.972048086142046,1.35219591573978,1.218737407,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,1,0,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,1,0,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0097349353786325,0.00823434520879355,0.0380775286515883,0.0189007253206434,0.0281939358827934,0.0273826912679074,0.869475838289641,0.161929321885153,-0.60616743,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.001760701736928,0.00134882241229812,0.007214478250218,0.0027777141653043,0.0025824833654297,0.0033840005311595,0.980931799538662,0.834918279031508,0.425652508,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0122849683487715,0.00187692747865846,0.313004652084084,0.0267625511357853,0.0047800095187527,0.0040021403438305,0.637288751090117,1,0.678754151,0.0
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0023042714812139,0.00151653786120671,0.0098188396509133,0.0195498469521307,0.0027871451432642,0.0025655216562403,0.961457837255031,3.54213716664653,4.576333429,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0033963624609952,0.00439836397767252,0.0092243812081204,0.0070906355917358,0.0077777740105715,0.0070228258793507,0.961089656871554,1.60048193764837,1.599407052,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0251900613139205,0.0263858529561065,0.0690244086529141,0.0290319859464883,0.0512059292322219,0.0395084822769767,0.759653279621372,0.244442812501583,-0.479658571,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,,,,,,,,,,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0083274054371694,0.00279899792781369,0.0133506530995165,0.0059047000484541,0.0080078145135516,0.0061108877411107,0.955499541232384,1.4036171732161,1.297575965,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0093536912354986,0.00681432683334856,0.0266295187790274,0.0091342786879667,0.0148394527045059,0.0109795829907811,0.922249148768872,0.807897092094877,0.384223894,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.001759712049532,0.0023945553766021,0.0086409691421685,0.0028724711396773,0.0035416527392071,0.004389327001378,0.976401312551435,2.1807873939408,2.489125574,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0163588203416613,0.0050349858804786,0.141665503002976,0.0268932928836599,0.0108166459136593,0.0084217898618725,0.790808962115693,1,0.678754151,0.0
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0114998638575461,0.00130788860611426,0.005052237830793,0.0046933168158669,0.0018320226623937,0.002872519429802,0.972742150797484,1.19732008331576,0.98128333,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0120973279883405,0.00779128029381303,0.0260350268299895,0.0160802201335602,0.0156019499205845,0.0170739234476819,0.90532027138603,0.213285375768679,-0.527428842,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.00644850088058,0.00798921970887525,0.0221223520376599,0.0111631004951633,0.0106463671035197,0.0099696359873992,0.931660823786802,0.29077874869216,-0.408616777,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0088141667427258,0.00585903666298478,0.0157870816204507,0.010986042994209,0.0097836878309736,0.0102623946891479,0.938507589459508,0.370029347989408,-0.287110551,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.154933534385178,0.00229861102597737,0.0052561572127349,0.0040853979968371,0.0022876287732977,0.0028724975787963,0.828266173027179,1.34933481107146,1.21435079,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0408588610755303,0.0177373482989948,0.0425327283385076,0.0277718677406049,0.0276871974121274,0.0218927074965806,0.821519289637654,0.158736230637426,-0.611063045,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0030792160064231,0.00224989559352084,0.0059937002923381,0.0044315798526904,0.0026303153277878,0.002930930496964,0.978684362430275,1.27822314397057,1.105323093,
O=C(OC(CCCCCCCC)CCCCCCCC)CCCCCCCN(CCCCCC(OCCCCCCCCCCC)=O)CCO,,0,0,1,body,0.0412236553892641,0.00390663231476925,0.121517080143859,0.0188177267921366,0.0048233262065552,0.0073631886059774,0.802348390547439,1,0.678754151,0.0
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0068986944540274,0.00600089779665737,0.0191135089301672,0.0062066428639713,0.00981653359048,0.0097967903769499,0.942166931987747,0.749333285576466,0.294434452,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,0,1,body,0.0088614710147608,0.00436553876298869,0.0150948084008648,0.0047611244147711,0.0082658899443713,0.0083645660980453,0.950286601364198,0.883781845590108,0.50056964,
CCCCCCCCCCCC(OCCCCCCN([C@H](C(NCCCN(CCCCCCOC(CCCCCCCCCCC)=O)CCCCCCOC(CCCCCCCCCCC)=O)=O)CO)CCCCCCOC(CCCCCCCCCCC)=O)=O,ser,0,1,0,body,0.0051742374648433,0.00420818785762778,0.0136338012801862,0.0038952635534865,0.0081026937251479,0.0082557462903695,0.956730069828339,1.02766134878372,0.721164255,
